FID	X	site_id	county	date	year	site_nm	trnsct_	mdw_wd_	emrgn__	sbmrg__	pont_nm	gps_lon	gps_lat	wtr_dp_	bttm_vs	sbstrt_	org_dp_	unvgtt_	ttl_cv_	stndn__	dtrts_p	variabl	Hydrc__	Phrgmt_	Phr____	Typh_ng	Typh_gl	Typ____	Typh_lt	Typh_s_	typh_cm	hyd_bin	typh_bn	UTM	NEAR_FID	NEAR_DIST	area	perimeter	glcwc_cwi_	glcwc_cwi1	other	usgs_quad	lk_basin	wetland_na	hgm_cls1	hgm_cls2	comments	x_centroid	y_centroid	hectares	nwi	wwi	owi	hwi	lowi	h_num	ditch_cons	dykes	dams	dredging	jetty	road_const	filled	marina	waste_sewa	geo_id	country	human_mod	MeanFetch	SD_Fetch	MeanREI	SD_REI
1132	1330	1282	Manistee	7/10/2018	2018	Little Manistee River Wetland	2	217	0	6	4	-86.27379	44.207816	15	NV	Cly/Slt	85	10	90	5	100	percent_cover	0	0	0	0	0	0	2	0	0	0	0	16N	336	841.2720317	829332.2403	6150.14381	3707	3707	 	Manistee	LKM	Little Manistee River Wetland	RRB	RRO	now maintained open by jetty; industrial and residential development exists	558539.3382	4895192.226	82.93	T	F	F	T	F	81	T	F	F	F	F	T	T	F	T	1282	USA	1	59204.67578	8645.307617	339570.9688	52736.28906
1133	1331	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	1	53	33	296	1	-86.464308	43.562831	0	Dry	Cly/Slt	10	3	80	5	75	percent_cover	0	0	0	0	0	0	3	0	0	0	0	16N	226	11450.159	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1134	1332	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	1	53	33	296	2	-86.46442	43.562779	0	Dry	Cly/Slt	10	0	60	1	90	percent_cover	0	0	0	0	0	0	3	0	0	0	0	16N	226	11453.79376	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1135	1333	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	1	53	33	296	3	-86.464552	43.562731	0	Dry	Cly/Slt	10	2	60	2	75	percent_cover	0	0	0	0	0	0	3	0	0	0	0	16N	226	11456.64942	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1136	1334	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	1	53	33	296	5	-86.464751	43.562653	0	Dry	Cly/Slt	7	10	35	3	80	percent_cover	0	0	0	0	0	0	5	0	0	0	0	16N	226	11461.58752	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1137	1335	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	1	53	33	296	6	-86.464814	43.562663	0	Dry	Cly/Slt	6	0	30	1	95	percent_cover	0	0	0	0	0	0	20	0	0	0	0	16N	226	11459.39559	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1138	1336	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	1	53	33	296	7	-86.464893	43.562645	10	V	Cly/Slt	8	2	50	3	98	percent_cover	0	0	0	0	0	0	25	0	0	0	0	16N	226	11459.96068	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1139	1337	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	1	53	33	296	8	-86.464954	43.562615	0	Dry	Cly/Slt	14	1	40	1	90	percent_cover	0	0	0	0	0	0	2	0	0	0	0	16N	226	11462.14547	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1140	1338	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	1	53	33	296	9	-86.465061	43.56256	0	Dry	Cly/Slt	7	1	50	5	90	percent_cover	0	0	0	0	0	0	10	0	0	0	0	16N	226	11466.24202	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1141	1339	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	1	53	33	296	10	-86.465106	43.562544	0	Dry	Cly/Slt	26	2	60	3	60	percent_cover	0	0	0	0	0	0	10	0	0	0	0	16N	226	11467.19397	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1142	1340	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	2	19	106	26	6	-86.466192	43.564524	7	V	Cly/Slt	8	0	75	1	100	percent_cover	0	0	0	0	0	0	5	0	0	0	0	16N	226	11233.6282	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	69106.21094	4766.546875	366583.2188	35114.11719
1143	1341	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	2	19	106	26	7	-86.466005	43.564386	5	V	Cly/Slt	13	3	60	3	90	percent_cover	0	0	0	0	0	0	3	0	0	0	0	16N	226	11251.81435	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1144	1342	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	2	19	106	26	8	-86.465794	43.564263	6	V	Cly/Slt	11	0	40	5	100	percent_cover	0	0	0	0	0	0	15	0	0	0	0	16N	226	11268.79997	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1145	1343	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	2	19	106	26	9	-86.465587	43.564165	0	Dry	Cly/Slt	10	0	40	1	100	percent_cover	0	0	0	0	0	0	3	0	0	0	0	16N	226	11283.02131	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1146	1344	1303	Oceana	7/23/2012	2012	Stony Creek Wetland	2	19	106	26	10	-86.465355	43.564035	0	Dry	Cly/Slt	13	0	95	2	70	percent_cover	0	0	0	0	0	0	5	0	0	0	0	16N	226	11301.16699	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1147	1345	1303	Oceana	7/13/2017	2017	Stony Creek Wetland	1	50	52	188	1	-86.463915	43.562239	0	Dry	Cly/Slt	17	35	65	5	45	percent_cover	0	0	0	0	0	0	10	0	0	0	0	16N	226	11521.31301	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	68387.17969	4638.488281	362514.7813	34084.38281
1148	1346	1303	Oceana	7/13/2017	2017	Stony Creek Wetland	1	50	52	188	2	-86.464065	43.562215	1	V	Cly/Slt	84	30	70	10	55	percent_cover	0	0	0	0	0	0	15	0	0	0	0	16N	226	11521.22057	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	68387.17969	4638.488281	362514.7813	34084.38281
1149	1347	1303	Oceana	7/13/2017	2017	Stony Creek Wetland	1	50	52	188	3	-86.464204	43.562198	1	V	Cly/Slt	300	45	55	5	40	percent_cover	0	0	0	0	0	0	1	0	0	0	0	16N	226	11520.57921	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	68387.17969	4638.488281	362514.7813	34084.38281
1150	1348	1303	Oceana	7/13/2017	2017	Stony Creek Wetland	1	50	52	188	7	-86.464782	43.562122	1	V	Cly/Slt	300	10	90	5	55	percent_cover	0	0	0	0	0	0	5	0	0	0	0	16N	226	11518.60794	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	68387.17969	4638.488281	362514.7813	34084.38281
1151	1349	1303	Oceana	7/13/2017	2017	Stony Creek Wetland	1	50	52	188	8	-86.464879	43.562122	1	V	Cly/Slt	300	35	65	30	60	percent_cover	0	0	0	0	0	0	20	0	0	0	0	16N	226	11516.91313	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	68387.17969	4638.488281	362514.7813	34084.38281
1152	1350	1303	Oceana	7/13/2017	2017	Stony Creek Wetland	1	50	52	188	9	-86.464988	43.562113	5	V	Cly/Slt	300	40	60	55	60	percent_cover	0	0	0	0	0	0	5	0	0	0	0	16N	226	11515.99081	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	68387.17969	4638.488281	362514.7813	34084.38281
1153	1351	1303	Oceana	7/13/2017	2017	Stony Creek Wetland	1	50	52	188	10	-86.465071	43.562121	10	NV	Cly/Slt	300	35	65	15	50	percent_cover	0	0	0	0	0	0	15	0	0	0	0	16N	226	11513.68187	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	68387.17969	4638.488281	362514.7813	34084.38281
1154	1352	1303	Oceana	7/13/2017	2017	Stony Creek Wetland	2	18	99	30	8	-86.466148	43.564509	25	NV	Sand	120	40	60	5	15	percent_cover	0	0	0	0	0	0	20	0	0	0	0	16N	226	11236.01015	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	69106.21094	4766.546875	366583.2188	35114.11719
1155	1353	1303	Oceana	7/13/2017	2017	Stony Creek Wetland	2	18	99	30	9	-86.465939	43.564535	15	NV	Sand	105	10	90	5	75	percent_cover	0	0	0	0	0	0	20	0	0	0	0	16N	226	11236.78493	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	69106.21094	4766.546875	366583.2188	35114.11719
1156	1354	1303	Oceana	7/13/2017	2017	Stony Creek Wetland	2	18	99	30	10	-86.465637	43.564546	10	NV	Sand	95	5	95	60	5	percent_cover	0	0	0	0	0	0	15	0	0	0	0	16N	226	11240.83164	1117085.641	12097.50939	2912	2912	 	Town Corners	LKM	Stony Creek Wetland	RRB	 	residential development exists	544031.8497	4824419.043	111.71	T	F	F	T	F	102	F	F	F	F	F	T	F	F	F	1303	USA	1	67178.25781	4524.371582	355784.375	33056.70313
1157	1355	1304	Oceana	7/24/2012	2012	Flower Creek Wetland	1	84	5	24	6	-86.454589	43.470265	2	V	Sand	47	75	25	0	0	percent_cover	0	0	0	0	0	0	2	0	0	0	0	16N	76	10233.46069	542478.2983	4744.034929	2869	2869	 	Flower Creek	LKM	Flower Creek Wetland	RRB	 	wetland contains some upland; residential development exists	544209.1949	4813765.593	54.25	T	F	F	T	F	104	F	F	F	F	F	T	F	F	F	1304	USA	1	62296.90234	4546.836914	330338.4375	31834.99805
1158	1356	1304	Oceana	7/24/2017	2017	Flower Creek Wetland	2	17	145	20	4	-86.453986	43.472963	20	NV	Cly/Slt	140	35	65	10	40	percent_cover	0	0	0	0	0	0	1	0	0	0	0	16N	76	10390.00776	542478.2983	4744.034929	2869	2869	 	Flower Creek	LKM	Flower Creek Wetland	RRB	 	wetland contains some upland; residential development exists	544209.1949	4813765.593	54.25	T	F	F	T	F	104	F	F	F	F	F	T	F	F	F	1304	USA	1	68581.90625	5209.141602	365545.0938	37875.65234
1159	1357	1304	Oceana	7/24/2017	2017	Flower Creek Wetland	2	17	145	20	5	-86.454048	43.472988	10	NV	Cly/Slt	150	0	100	1	40	percent_cover	0	0	0	0	0	0	15	0	0	0	0	16N	76	10395.61388	542478.2983	4744.034929	2869	2869	 	Flower Creek	LKM	Flower Creek Wetland	RRB	 	wetland contains some upland; residential development exists	544209.1949	4813765.593	54.25	T	F	F	T	F	104	F	F	F	F	F	T	F	F	F	1304	USA	1	68581.90625	5209.141602	365545.0938	37875.65234
1160	1358	1304	Oceana	7/24/2017	2017	Flower Creek Wetland	2	17	145	20	6	-86.454216	43.47296	20	NV	Cly/Slt	155	40	60	20	80	percent_cover	0	0	0	0	0	0	30	0	0	0	0	16N	76	10403.83494	542478.2983	4744.034929	2869	2869	 	Flower Creek	LKM	Flower Creek Wetland	RRB	 	wetland contains some upland; residential development exists	544209.1949	4813765.593	54.25	T	F	F	T	F	104	F	F	F	F	F	T	F	F	F	1304	USA	1	68581.90625	5209.141602	365545.0938	37875.65234
1161	1374	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	1	25	25	50	1	-86.382876	43.343298	0	Dry	Sand	5	45	55	10	40	percent_cover	0	0	0	0	0	0	8	0	0	0	0	16N	210	1653.508807	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1162	1375	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	1	25	25	50	2	-86.382833	43.343301	0	Dry	Sand	6	55	45	15	30	percent_cover	0	0	0	0	4	0	0	0	4	0	1	16N	210	1657.009968	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1163	1376	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	1	25	25	50	3	-86.382789	43.343286	0	Dry	Sand	5	35	65	15	10	percent_cover	0	0	0	0	3	0	0	0	3	0	1	16N	210	1660.386448	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1164	1377	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	1	25	25	50	5	-86.382626	43.343295	0	Dry	Sand	4	25	75	4	10	percent_cover	0	0	0	0	2	0	0	0	2	0	1	16N	210	1673.631556	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1165	1378	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	1	25	25	50	6	-86.382893	43.343292	11	V	Sand	0	55	45	3	55	percent_cover	0	0	0	0	5	0	0	0	5	0	1	16N	210	1652.069462	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1166	1379	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	1	25	25	50	7	-86.382828	43.343241	28	V	Sand	0	55	45	3	20	percent_cover	0	0	0	0	2	0	0	0	2	0	1	16N	210	1656.73804	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1167	1380	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	1	25	25	50	9	-86.382717	43.343276	20	V	Sand	4	20	80	5	30	percent_cover	0	0	0	0	20	0	0	0	20	0	1	16N	210	1666.079425	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1168	1381	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	2	22	26	25	2	-86.37973	43.343089	0.5	V	Sand	150	25	75	30	98	percent_cover	0	0	0	0	0	0	0.5	0	0	0	0	16N	210	1905.388769	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1169	1382	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	2	22	26	25	4	-86.379737	43.343239	0.5	V	Sand	150	25	75	7	80	percent_cover	0	0	0	0	0	0	0.5	0	0	0	0	16N	210	1906.186195	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1170	1383	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	3	10	25	80	1	-86.380335	43.342228	0	Dry	Sand	15	20	80	15	98	percent_cover	0	0	0	0	0	15	0	0	15	0	1	16N	210	1851.354122	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1171	1384	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	3	10	25	80	2	-86.380317	43.342248	0	Dry	Sand	15	20	80	5	98	percent_cover	0	0	0	0	0	15	0	0	15	0	1	16N	210	1852.87622	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1172	1385	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	3	10	25	80	3	-86.380332	43.342254	0	Dry	Sand	15	30	70	8	98	percent_cover	0	0	0	0	0	5	0	0	5	0	1	16N	210	1851.680511	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1173	1386	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	3	10	25	80	4	-86.380345	43.342264	0	Dry	Sand	15	30	70	5	90	percent_cover	0	0	0	0	0	4	0	0	4	0	1	16N	210	1850.660494	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1174	1387	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	3	10	25	80	5	-86.380357	43.342271	0	Dry	Sand	15	35	65	8	98	percent_cover	0	0	0	0	0	4	0	0	4	0	1	16N	210	1849.711947	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1175	1388	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	3	10	25	80	6	-86.380478	43.342532	27	V	Sand	2	2	98	40	90	percent_cover	0	0	0	0	0	35	0	0	35	0	1	16N	210	1841.030895	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1176	1389	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	3	10	25	80	7	-86.380471	43.34245	35	V	Sand	3	5	95	40	90	percent_cover	0	0	0	0	0	30	0	0	30	0	1	16N	210	1841.196127	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1177	1390	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	3	10	25	80	8	-86.380475	43.342408	40	V	Sand	2	5	95	20	70	percent_cover	0	0	0	0	0	20	0	0	20	0	1	16N	210	1840.683889	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1178	1391	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	3	10	25	80	9	-86.380476	43.342395	24	V	Sand	3	5	95	20	80	percent_cover	0	0	0	0	0	55	0	0	55	0	1	16N	210	1840.547002	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1179	1392	1306	Muskegon	7/27/2014	2014	Duck Lake Wetland	3	10	25	80	10	-86.380459	43.342334	20	V	Sand	3	20	80	8	50	percent_cover	0	0	0	0	0	45	0	0	45	0	1	16N	210	1841.676986	57265.82054	1255.09301	2740	2740	 	Michillinda/Dalton	LKM	Duck Lake Wetland	RRB	 	wetland is contiguous; residential development exists	550544.6458	4799191.773	5.73	T	F	F	T	F	106	F	F	F	F	F	T	F	F	F	1306	USA	1	63171.08594	4750.368652	335291.6563	33268.97656
1180	1401	1313	Ottawa	7/25/2012	2012	Little Pigeon Creek Wetland	1	16	10	10	1	-86.217203	42.962594	0	Dry	Cly/Slt	31	0	95	2	80	percent_cover	0	0	0	0	0	0	2	0	0	0	0	16N	179	6739.275285	254493.2398	4016.994947	2461	2461	 	Port Sheldon	LKM	Little Pigeon Creek Wetland	RRB	 	residential development exists	563976.5881	4757029.333	25.45	T	F	F	T	F	113	F	F	T	F	F	T	F	F	T	1313	USA	1	57260.46875	5438.273926	305522.875	36315.29297
1181	1402	1313	Ottawa	7/25/2012	2012	Little Pigeon Creek Wetland	1	16	10	10	3	-86.217219	42.962613	0	Dry	Cly/Slt	62	0	95	2	45	percent_cover	0	0	0	0	0	0	3	0	0	0	0	16N	179	6741.629038	254493.2398	4016.994947	2461	2461	 	Port Sheldon	LKM	Little Pigeon Creek Wetland	RRB	 	residential development exists	563976.5881	4757029.333	25.45	T	F	F	T	F	113	F	F	T	F	F	T	F	F	T	1313	USA	1	57260.46875	5438.273926	305522.875	36315.29297
1182	1403	1313	Ottawa	7/25/2012	2012	Little Pigeon Creek Wetland	1	16	10	10	4	-86.217263	42.962645	0	Dry	Cly/Slt	25	0	95	2	15	percent_cover	0	0	0	0	0	0	1	0	0	0	0	16N	179	6745.914115	254493.2398	4016.994947	2461	2461	 	Port Sheldon	LKM	Little Pigeon Creek Wetland	RRB	 	residential development exists	563976.5881	4757029.333	25.45	T	F	F	T	F	113	F	F	T	F	F	T	F	F	T	1313	USA	1	57267.30859	5423.021973	305431.0313	36216.26172
1183	1405	1313	Ottawa	7/25/2012	2012	Little Pigeon Creek Wetland	2	10	10	11	1	-86.212111	42.962019	0	Dry	Cly/Slt	60	0	100	1	25	percent_cover	0	0	0	0	0	0	5	0	0	0	0	16N	179	6593.076397	254493.2398	4016.994947	2461	2461	 	Port Sheldon	LKM	Little Pigeon Creek Wetland	RRB	 	residential development exists	563976.5881	4757029.333	25.45	T	F	F	T	F	113	F	F	T	F	F	T	F	F	T	1313	USA	1	57260.46875	5438.273926	305522.875	36315.29297
1184	1406	1313	Ottawa	7/25/2012	2012	Little Pigeon Creek Wetland	2	10	10	11	2	-86.212127	42.962006	0	Dry	Cly/Slt	55	0	100	3	40	percent_cover	0	0	0	0	0	0	7	0	0	0	0	16N	179	6591.879166	254493.2398	4016.994947	2461	2461	 	Port Sheldon	LKM	Little Pigeon Creek Wetland	RRB	 	residential development exists	563976.5881	4757029.333	25.45	T	F	F	T	F	113	F	F	T	F	F	T	F	F	T	1313	USA	1	57260.46875	5438.273926	305522.875	36315.29297
