"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin"
"1784",1783,493,1,"8/6/2014","OSU",2014,9,"Very Good",66,"V","Sand",7,50,50,10,60,"percent_cover",0,0,0,50,0,0,0,50,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,113,46,168,25,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,4116.27143616,24292.90625,4921.4399414,136119,34195.6992188,746388.184833182,4850554.3514106,0,0.5,0
"1785",1784,493,1,"8/6/2014","OSU",2014,10,"Very Good",54,"V","Sand",6,50,50,15,25,"percent_cover",0,0,0,50,0,0,0,50,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,113,46,168,25,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,4115.63368412,24514.015625,4960.8100586,137382,34529.1015625,746422.842662431,4850547.84801739,0,0.5,0
"1786",1785,493,2,"6/21/2014","OSU",2014,1,"Excellent",0,"Dry","Sand",10,20,80,25,75,"percent_cover",0,65,0,1,0,0,0,1,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,130,10,177,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3188.1275369,0,0,0,0,746897.61927547,4851412.39364478,0,0.01,0
"1787",1786,493,2,"6/21/2014","OSU",2014,2,"Excellent",0,"Dry","Sand",8,10,90,3,80,"percent_cover",0,60,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,130,10,177,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3193.90192688,0,0,0,0,746890.552971595,4851407.34904594,0,0,0
"1788",1787,493,2,"6/21/2014","OSU",2014,3,"Excellent",0,"Dry","Sand",8,65,35,5,85,"percent_cover",0,30,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,130,10,177,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3199.32229388,0,0,0,0,746885.981605516,4851402.39695966,0,0,0
"1789",1788,493,2,"6/21/2014","OSU",2014,4,"Excellent",0,"Dry","Sand",2,40,60,5,85,"percent_cover",0,40,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,130,10,177,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3205.61874677,0,0,0,0,746885.246434485,4851396.14120981,0,0,0
"1790",1789,493,2,"6/21/2014","OSU",2014,5,"Excellent",0,"Dry","Sand",5,50,50,5,90,"percent_cover",0,40,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,130,10,177,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3206.66334597,0,0,0,0,746881.158310493,4851395.5447444,0,0,0
"1791",1790,493,2,"6/21/2014","OSU",2014,6,"Excellent",30,"V","Sand",12,20,80,15,95,"percent_cover",0,65,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,130,10,177,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3203.27526546,24752.0214844,4895.8999023,138202,34162.3984375,746916.551813468,4851395.18874656,0,0,0
"1792",1791,493,2,"6/21/2014","OSU",2014,8,"Excellent",43,"V","Sand",25,15,85,30,80,"percent_cover",0.5,0,0,80,0,0,0,80,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,130,10,177,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3228.7854155,25444.3710938,4993.3701172,142319,34905.6015625,746971.444656216,4851364.52486501,0.005,0.8,1
"1793",1792,493,2,"6/21/2014","OSU",2014,9,"Excellent",45,"V","Sand",25,10,90,35,95,"percent_cover",0.5,0,0,90,0,0,0,90,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,130,10,177,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3243.81572971,25726.9550781,5028.9599609,144006,35179.5,747006.921841811,4851346.7103911,0.005,0.9,1
"1794",1793,493,2,"6/21/2014","OSU",2014,10,"Excellent",55,"V","Sand",5,5,95,5,95,"percent_cover",0,0,0,85,0,0,0,85,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,130,10,177,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3261.52152953,25897.9882813,5034.4599609,144980,35212.8984375,747044.260510601,4851326.51824022,0,0.85,0
"1795",1794,493,2,"6/26/2019","CMU",2019,1,"Confirmed",0,"Dry","Sand",0,75,25,0.5,16,"percent_cover",0,16,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3203.62238589,0,0,0,0,746880.801558002,4851398.64576323,0,0,0
"1796",1795,493,2,"6/26/2019","CMU",2019,2,"Confirmed",0,"Dry","Sand",0,97,3,0,27,"percent_cover",0,3,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3199.99237766,0,0,0,0,746882.931517966,4851402.06142629,0,0,0
"1797",1796,493,2,"6/26/2019","CMU",2019,3,"Confirmed",0,"Dry","Sand",0,96,4,0,26,"percent_cover",0,4,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3194.66745328,0,0,0,0,746885.321632089,4851407.15508202,0,0,0
"1798",1797,493,2,"6/26/2019","CMU",2019,4,"Confirmed",0,"Dry","Sand",0,71,29,4,50,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3191.46330269,0,0,0,0,746889.085938036,4851409.96400577,0,0,0
"1799",1798,493,2,"6/26/2019","CMU",2019,5,"Confirmed",0,"Dry","Sand",0,3,97,20,85,"percent_cover",0,4,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3186.46668421,0,0,0,0,746890.75994213,4851414.80866637,0,0,0
"1800",1799,493,2,"6/26/2019","CMU",2019,7,"Confirmed",111,"V","Sand",14,30,70,0.5,65,"percent_cover",0.5,0,0,17,0,0,0,17,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3237.27245778,25135.6445313,4952.0800781,140465,34589.8007813,746937.963525857,4851358.94545465,0.005,0.17,1
"1801",1800,493,2,"6/26/2019","CMU",2019,8,"Confirmed",120,"NV","Sand",10,2,98,6,55,"percent_cover",40,0,0,94,0,0,0,94,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3261.35627446,25163.2324219,4952.75,140658,34578.6992188,746955.036332193,4851333.21872222,0.4,0.94,1
"1802",1801,493,2,"6/26/2019","CMU",2019,9,"Confirmed",116,"NV","Sand",15,65,35,1,40,"percent_cover",0.5,0,0,29,0,0,0,29,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3272.4348984,25518.9609375,5003.7202148,142812,34968.8007813,746982.936133983,4851319.79447329,0.005,0.29,1
"1803",1802,493,2,"6/26/2019","CMU",2019,10,"Confirmed",125,"V","Sand",0,32,68,1,35,"percent_cover",0.5,0,0,68,0,0,0,68,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3268.28231501,25726.9550781,5028.9599609,144006,35179.5,747012.521009067,4851321.78164358,0.005,0.68,1
"1804",1803,493,3,"6/22/2014","OSU",2014,6,"Excellent",25,"NV","Sand",25,5,95,70,80,"percent_cover",0,95,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,141,5,85,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3461.47209729,24232.2753906,4784.9599609,135351,33179.1015625,746707.848501604,4851161.55946434,0,0,0
"1805",1804,493,3,"6/22/2014","OSU",2014,7,"Excellent",40,"NV","Sand",45,5,95,10,95,"percent_cover",80,0,0,50,0,0,0,50,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,141,5,85,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3470.68035207,24232.2753906,4784.9599609,135351,33179.1015625,746723.838891199,4851149.8061544,0.8,0.5,1
"1806",1805,493,3,"6/22/2014","OSU",2014,8,"Excellent",48,"NV","Sand",25,5,95,10,95,"percent_cover",70,0,0,50,0,0,0,50,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,141,5,85,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3483.96997934,24640.2265625,4858.1499023,137816,33764.5,746739.655549453,4851134.04241985,0.7,0.5,1
"1807",1806,493,3,"6/22/2014","OSU",2014,9,"Excellent",65,"NV","Sand",10,85,15,20,80,"percent_cover",8,0,0,5,0,0,0,5,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,141,5,85,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3487.86848947,24640.2265625,4858.1499023,137816,33764.5,746745.555206869,4851129.25598838,0.08,0.05,1
"1808",1807,493,3,"6/22/2014","OSU",2014,10,"Excellent",50,"V","Sand",5,90,10,0.5,60,"percent_cover",1,0,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","J. Pilette","R. Posavetz",1,0,141,5,85,50,"Sampling was also conducted on transect 1 by D. Albert with R. Posavetz. on 8-6-14 Transect 1: meadow ends in 35 cm of water at edge of invasive Phragmites australis bed. Meadow zone was treated for invasive Phragmites and contains standing dead stems. E",130,3491.70479229,24840.7558594,4903.0898438,139024,34125.3984375,746761.983839215,4851123.08013991,0.01,0,1
"1809",1808,493,3,"6/26/2019","CMU",2019,1,"Confirmed",11,"V","Sand",0,60,40,20,45,"percent_cover",0.5,35,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3455.83918144,0,0,0,0,746680.800628698,4851171.56851836,0.005,0,1
"1810",1809,493,3,"6/26/2019","CMU",2019,2,"Confirmed",0,"Dry","Sand",0,35,65,3,50,"percent_cover",0,62,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3451.49313147,0,0,0,0,746686.150165835,4851175.10336892,0,0,0
"1811",1810,493,3,"6/26/2019","CMU",2019,3,"Confirmed",0,"Dry","Sand",6,40,60,5,100,"percent_cover",0,35,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3448.96543526,0,0,0,0,746688.406049888,4851177.30016959,0,0,0
"1812",1811,493,3,"6/26/2019","CMU",2019,4,"Confirmed",0,"Dry","Sand",5,80,20,0.5,99,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3447.16921031,0,0,0,0,746691.419212618,4851178.63524244,0,0,0
"1813",1812,494,1,"6/27/2016","CMU",2016,7,"Very Good",65,"V","Sand",20,0,100,0.5,50,"percent_cover",0,0,0,2,0,0,0,2,"Nayanguing Point Wildlife Area Wetland #2","Bay","W. vanWijnen","T. Grossmann",1,0,278,0,64,48,"T1/T2/T3: No Meadow, Emergent to Trees.",315,395.847504717,12954.7070313,2374.8300781,70394.796875,15169.2998047,747368.128592323,4859875.92208033,0,0.02,0
"1814",1813,494,1,"7/25/2012","CMU",2012,3,"Excellent",0,"Dry","Sand",0,94,6,1,99,"percent_cover",0,0.5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,110,376,52,278,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,208.038591869,7618.91113281,821.8959961,40924.1992188,4452.1098633,747324.0582556,4860058.58142521,0,0,0
"1815",1814,494,1,"7/25/2012","CMU",2012,5,"Excellent",2,"V","Sand",0,0,100,12,5,"percent_cover",0,0,0,1,0,0,0,1,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,110,376,52,278,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,213.598360036,8064.9140625,797.6950073,43362.6015625,4292.2797852,747348.130184327,4860060.5902543,0,0.01,0
"1816",1815,494,1,"7/6/2011","OSU",2011,6,"Excellent",5,"V","Cly/Slt",0,64,36,3,80,"percent_cover",0,6,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,100,27,29,37,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,187.683279281,8064.9140625,797.6950073,43362.6015625,4292.2797852,747335.682907837,4860083.59523704,0,0,0
"1817",1816,494,1,"7/6/2011","OSU",2011,7,"Excellent",0,"Dry","Cly/Slt",0,60,40,0,100,"percent_cover",0,40,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,100,27,29,37,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,191.62561078,8064.9140625,797.6950073,43362.6015625,4292.2797852,747345.911519311,4860083.4200898,0,0,0
"1818",1817,494,1,"7/6/2011","OSU",2011,8,"Excellent",22,"V","Cly/Slt",0,72,28,2,15,"percent_cover",0,4,0,0,2,0,0,2,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,100,27,29,37,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,190.911070035,8170.50830078,810.4829712,43803.1015625,4394.1298828,747348.417400744,4860085.29303749,0,0.02,0
"1819",1818,494,1,"7/6/2011","OSU",2011,9,"Excellent",30,"V","Cly/Slt",0,0,100,1,3,"percent_cover",0,0.5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,100,27,29,37,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,194.08238675,8064.9140625,797.6950073,43362.6015625,4292.2797852,747353.530821062,4860084.14879542,0,0,0
"1820",1819,494,2,"6/27/2016","CMU",2016,6,"Very Good",100,"V","Cly/Slt",71,0,100,2,45,"percent_cover",0,0,0,70,0,0,0,70,"Nayanguing Point Wildlife Area Wetland #2","Bay","W. vanWijnen","T. Grossmann",1,0,265,0,237,39,"T1/T2/T3: No Meadow, Emergent to Trees.",315,637.406487048,20950.6015625,4148.2998047,116190,28048.0996094,747458.074616833,4859650.25934567,0,0.7,0
"1821",1820,494,2,"7/25/2012","CMU",2012,1,"Excellent",0,"Dry","Sand",0,20,80,0,97,"percent_cover",0,3,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,98,29,10,360,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,666.957496417,20950.6015625,4148.2998047,116190,28048.0996094,747448.858065056,4859616.77071046,0,0,0
"1822",1821,494,2,"7/25/2012","CMU",2012,3,"Excellent",0,"Dry","Sand",0,80,20,1,99,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,98,29,10,360,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,668.34453018,20950.6015625,4148.2998047,116190,28048.0996094,747466.350218843,4859620.42553804,0,0,0
"1823",1822,494,2,"7/25/2012","CMU",2012,9,"Excellent",36,"V","Sand",0,51,49,0.5,80,"percent_cover",0,0,0,5,0,0,0,5,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,98,29,10,360,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,662.986136293,22893.9863281,4090.7299805,126587,27930,747476.883248627,4859629.38238453,0,0.05,0
"1824",1823,494,2,"7/6/2011","OSU",2011,3,"Excellent",0,"Dry","Cly/Slt",4,64,36,1,100,"percent_cover",0,7,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,632.096578856,0,0,0,0,747423.135354091,4859646.06576461,0,0,0
"1825",1824,494,2,"7/6/2011","OSU",2011,6,"Excellent",0,"Dry","Cly/Slt",1,57,43,1,100,"percent_cover",0,35,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,629.514746009,19458.140625,4333.6098633,107564,28762.0996094,747441.210184989,4859653.5239099,0,0,0
"1826",1825,494,2,"7/6/2011","OSU",2011,7,"Excellent",1,"V","Cly/Slt",0,39,61,0,100,"percent_cover",0,60,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,628.809918603,19458.140625,4333.6098633,107564,28762.0996094,747443.652388159,4859654.94960633,0,0,0
"1827",1826,494,2,"7/6/2011","OSU",2011,8,"Excellent",0,"Dry","Cly/Slt",0,39.5,60.5,0,100,"percent_cover",0,60,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,628.263926281,19458.140625,4333.6098633,107564,28762.0996094,747446.25949375,4859656.27022193,0,0,0
"1828",1827,494,2,"7/6/2011","OSU",2011,9,"Excellent",19,"V","Cly/Slt",0,0,100,1,75,"percent_cover",0,70,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,627.492566135,21225.4414063,4161.4101563,117698,28025.9003906,747447.90200736,4859657.55490007,0,0,0
"1829",1828,494,2,"7/6/2011","OSU",2011,10,"Excellent",27,"V","Cly/Slt",0,0,100,1,30,"percent_cover",0,60,0,7,8,0,0,15,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,60,6,20,83,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,626.053093084,21225.4414063,4161.4101563,117698,28025.9003906,747447.68744474,4859658.99283934,0,0.15,0
"1830",1829,494,2,"7/8/2021","CMU",2021,6,"Confirmed",39,"V","Sand",0,27,73,0.5,12,"percent_cover",0,0,0,70,0,0,0,70,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,98,0,40,363,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,641.46697707,20950.6015625,4148.2998047,116190,28048.0996094,747435.29269148,4859639.51146899,0,0.7,0
"1831",1830,494,2,"7/8/2021","CMU",2021,7,"Confirmed",67,"V","Sand",0,65,35,1,20,"percent_cover",0,2,0,33,0,0,0,33,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,98,0,40,363,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,640.904720405,20950.6015625,4148.2998047,116190,28048.0996094,747439.495046158,4859641.22519038,0,0.33,0
"1832",1831,494,2,"7/8/2021","CMU",2021,8,"Confirmed",80,"V","Sand",6,52,48,1,7,"percent_cover",0,3,0,1,0,0,0,1,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,98,0,40,363,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,641.838197042,20950.6015625,4148.2998047,116190,28048.0996094,747445.824594458,4859642.01713683,0,0.01,0
